date,longitude,latitude,rainfall_mm
2024-06-24,77.125,8.375,10.85
2024-06-24,77.375,8.375,9.53
2024-06-24,77.625,8.375,3.34
2024-06-24,77.875,8.375,3.95
2024-06-24,76.875,8.625,4.67
2024-06-24,77.125,8.625,11.71
2024-06-24,77.375,8.625,4.12
2024-06-24,77.625,8.625,1.21
2024-06-24,77.875,8.625,12.78
2024-06-24,78.125,8.625,4.24
2024-06-24,76.625,8.875,4.77
2024-06-24,76.875,8.875,3.29
2024-06-24,77.125,8.875,14.7
2024-06-24,77.375,8.875,0.26
2024-06-24,77.625,8.875,0.0
2024-06-24,77.875,8.875,2.14
2024-06-24,78.125,8.875,1.97
2024-06-24,76.625,9.125,3.38
2024-06-24,76.875,9.125,1.3
2024-06-24,77.125,9.125,31.54
2024-06-24,77.375,9.125,4.11
2024-06-24,77.625,9.125,0.0
2024-06-24,77.875,9.125,0.0
2024-06-24,78.125,9.125,0.0
2024-06-24,76.375,9.375,0.0
2024-06-24,76.625,9.375,2.76
2024-06-24,76.875,9.375,8.84
2024-06-24,77.125,9.375,11.88
2024-06-24,77.375,9.375,0.0
2024-06-24,77.625,9.375,0.0
2024-06-24,77.875,9.375,0.0
2024-06-24,78.125,9.375,0.0
2024-06-24,78.375,9.375,0.0
2024-06-24,78.625,9.375,0.0
2024-06-24,78.875,9.375,0.0
2024-06-24,79.375,9.375,0.0
2024-06-24,76.375,9.625,2.94
2024-06-24,76.625,9.625,8.01
2024-06-24,76.875,9.625,30.98
2024-06-24,77.125,9.625,36.45
2024-06-24,77.375,9.625,0.0
2024-06-24,77.625,9.625,0.0
2024-06-24,77.875,9.625,0.0
2024-06-24,78.125,9.625,0.0
2024-06-24,78.375,9.625,0.0
2024-06-24,78.625,9.625,0.0
2024-06-24,78.875,9.625,0.0
2024-06-24,79.125,9.625,0.0
2024-06-24,79.375,9.625,0.0
2024-06-24,76.375,9.875,2.2
2024-06-24,76.625,9.875,15.09
2024-06-24,76.875,9.875,41.76
2024-06-24,77.125,9.875,35.78
2024-06-24,77.375,9.875,5.08
2024-06-24,77.625,9.875,0.0
2024-06-24,77.875,9.875,0.0
2024-06-24,78.125,9.875,0.0
2024-06-24,78.375,9.875,0.0
2024-06-24,78.625,9.875,0.0
2024-06-24,78.875,9.875,0.0
2024-06-24,76.125,10.125,9.6
2024-06-24,76.375,10.125,8.32
2024-06-24,76.625,10.125,15.5
2024-06-24,76.875,10.125,54.08
2024-06-24,77.125,10.125,56.19
2024-06-24,77.375,10.125,0.32
2024-06-24,77.625,10.125,0.0
2024-06-24,77.875,10.125,0.0
2024-06-24,78.125,10.125,0.0
2024-06-24,78.375,10.125,0.0
2024-06-24,78.625,10.125,0.0
2024-06-24,78.875,10.125,0.0
2024-06-24,79.125,10.125,0.0
2024-06-24,76.125,10.375,3.28
2024-06-24,76.375,10.375,6.74
2024-06-24,76.625,10.375,31.67
2024-06-24,76.875,10.375,61.64
2024-06-24,77.125,10.375,85.82
2024-06-24,77.375,10.375,2.65
2024-06-24,77.625,10.375,0.16
2024-06-24,77.875,10.375,0.0
2024-06-24,78.125,10.375,0.0
2024-06-24,78.375,10.375,0.0
2024-06-24,78.625,10.375,0.0
2024-06-24,78.875,10.375,0.0
2024-06-24,79.125,10.375,0.0
2024-06-24,79.375,10.375,0.0
2024-06-24,76.125,10.625,12.59
2024-06-24,76.375,10.625,13.98
2024-06-24,76.625,10.625,40.33
2024-06-24,76.875,10.625,45.66
2024-06-24,77.125,10.625,18.08
2024-06-24,77.375,10.625,0.79
2024-06-24,77.625,10.625,0.0
2024-06-24,77.875,10.625,0.0
2024-06-24,78.125,10.625,0.0
2024-06-24,78.375,10.625,0.0
2024-06-24,78.625,10.625,0.0
2024-06-24,78.875,10.625,0.0
2024-06-24,79.125,10.625,0.0
2024-06-24,79.375,10.625,0.0
2024-06-24,79.625,10.625,0.0
2024-06-24,79.875,10.625,0.0
2024-06-24,75.875,10.875,12.63
2024-06-24,76.125,10.875,50.41
2024-06-24,76.375,10.875,33.02
2024-06-24,76.625,10.875,27.07
2024-06-24,76.875,10.875,30.74
2024-06-24,77.125,10.875,13.12
2024-06-24,77.375,10.875,0.77
2024-06-24,77.625,10.875,0.0
2024-06-24,77.875,10.875,0.0
2024-06-24,78.125,10.875,0.0
2024-06-24,78.375,10.875,0.0
2024-06-24,78.625,10.875,0.0
2024-06-24,78.875,10.875,0.0
2024-06-24,79.125,10.875,0.0
2024-06-24,79.375,10.875,0.0
2024-06-24,79.625,10.875,0.0
2024-06-24,79.875,10.875,0.0
2024-06-24,75.875,11.125,40.29
2024-06-24,76.125,11.125,41.58
2024-06-24,76.375,11.125,46.87
2024-06-24,76.625,11.125,32.31
2024-06-24,76.875,11.125,0.0
2024-06-24,77.125,11.125,0.0
2024-06-24,77.375,11.125,0.0
2024-06-24,77.625,11.125,0.59
2024-06-24,77.875,11.125,0.0
2024-06-24,78.125,11.125,0.0
2024-06-24,78.375,11.125,0.0
2024-06-24,78.625,11.125,0.0
2024-06-24,78.875,11.125,0.0
2024-06-24,79.125,11.125,1.08
2024-06-24,79.375,11.125,0.0
2024-06-24,79.625,11.125,0.0
2024-06-24,79.875,11.125,0.0
2024-06-24,75.875,11.375,47.77
2024-06-24,76.125,11.375,64.55
2024-06-24,76.375,11.375,17.05
2024-06-24,76.625,11.375,19.84
2024-06-24,76.875,11.375,55.9
2024-06-24,77.125,11.375,4.83
2024-06-24,77.375,11.375,0.0
2024-06-24,77.625,11.375,0.0
2024-06-24,77.875,11.375,0.0
2024-06-24,78.125,11.375,0.0
2024-06-24,78.375,11.375,0.0
2024-06-24,78.625,11.375,0.0
2024-06-24,78.875,11.375,0.0
2024-06-24,79.125,11.375,0.0
2024-06-24,79.375,11.375,0.0
2024-06-24,79.625,11.375,0.0
2024-06-24,79.875,11.375,0.0
2024-06-24,75.625,11.625,40.91
