date,longitude,latitude,rainfall_mm
2024-01-02,77.125,8.375,0.0
2024-01-02,77.375,8.375,0.0
2024-01-02,77.625,8.375,0.0
2024-01-02,77.875,8.375,0.0
2024-01-02,76.875,8.625,0.0
2024-01-02,77.125,8.625,0.0
2024-01-02,77.375,8.625,0.0
2024-01-02,77.625,8.625,0.0
2024-01-02,77.875,8.625,0.0
2024-01-02,78.125,8.625,0.0
2024-01-02,76.625,8.875,0.0
2024-01-02,76.875,8.875,0.0
2024-01-02,77.125,8.875,0.0
2024-01-02,77.375,8.875,0.0
2024-01-02,77.625,8.875,0.0
2024-01-02,77.875,8.875,0.0
2024-01-02,78.125,8.875,0.0
2024-01-02,76.625,9.125,0.0
2024-01-02,76.875,9.125,0.0
2024-01-02,77.125,9.125,0.0
2024-01-02,77.375,9.125,0.0
2024-01-02,77.625,9.125,0.0
2024-01-02,77.875,9.125,0.0
2024-01-02,78.125,9.125,0.0
2024-01-02,76.375,9.375,0.0
2024-01-02,76.625,9.375,0.0
2024-01-02,76.875,9.375,0.0
2024-01-02,77.125,9.375,0.0
2024-01-02,77.375,9.375,0.0
2024-01-02,77.625,9.375,0.0
2024-01-02,77.875,9.375,0.0
2024-01-02,78.125,9.375,0.0
2024-01-02,78.375,9.375,0.0
2024-01-02,78.625,9.375,0.0
2024-01-02,78.875,9.375,0.0
2024-01-02,79.375,9.375,0.0
2024-01-02,76.375,9.625,0.0
2024-01-02,76.625,9.625,0.0
2024-01-02,76.875,9.625,0.0
2024-01-02,77.125,9.625,0.0
2024-01-02,77.375,9.625,0.0
2024-01-02,77.625,9.625,0.0
2024-01-02,77.875,9.625,0.0
2024-01-02,78.125,9.625,0.0
2024-01-02,78.375,9.625,0.0
2024-01-02,78.625,9.625,0.0
2024-01-02,78.875,9.625,0.0
2024-01-02,79.125,9.625,0.0
2024-01-02,79.375,9.625,0.0
2024-01-02,76.375,9.875,0.0
2024-01-02,76.625,9.875,0.0
2024-01-02,76.875,9.875,0.0
2024-01-02,77.125,9.875,0.0
2024-01-02,77.375,9.875,0.0
2024-01-02,77.625,9.875,0.0
2024-01-02,77.875,9.875,0.0
2024-01-02,78.125,9.875,0.0
2024-01-02,78.375,9.875,0.0
2024-01-02,78.625,9.875,0.0
2024-01-02,78.875,9.875,0.0
2024-01-02,76.125,10.125,0.0
2024-01-02,76.375,10.125,0.0
2024-01-02,76.625,10.125,0.0
2024-01-02,76.875,10.125,0.0
2024-01-02,77.125,10.125,0.0
2024-01-02,77.375,10.125,0.0
2024-01-02,77.625,10.125,0.0
2024-01-02,77.875,10.125,0.0
2024-01-02,78.125,10.125,0.0
2024-01-02,78.375,10.125,0.0
2024-01-02,78.625,10.125,0.0
2024-01-02,78.875,10.125,0.0
2024-01-02,79.125,10.125,0.0
2024-01-02,76.125,10.375,0.0
2024-01-02,76.375,10.375,0.0
2024-01-02,76.625,10.375,0.0
2024-01-02,76.875,10.375,0.0
2024-01-02,77.125,10.375,0.0
2024-01-02,77.375,10.375,0.0
2024-01-02,77.625,10.375,0.0
2024-01-02,77.875,10.375,0.0
2024-01-02,78.125,10.375,0.0
2024-01-02,78.375,10.375,0.0
2024-01-02,78.625,10.375,0.0
2024-01-02,78.875,10.375,0.0
2024-01-02,79.125,10.375,0.0
2024-01-02,79.375,10.375,0.0
2024-01-02,76.125,10.625,0.0
2024-01-02,76.375,10.625,0.0
2024-01-02,76.625,10.625,0.0
2024-01-02,76.875,10.625,0.0
2024-01-02,77.125,10.625,0.0
2024-01-02,77.375,10.625,0.0
2024-01-02,77.625,10.625,0.0
2024-01-02,77.875,10.625,0.0
2024-01-02,78.125,10.625,0.0
2024-01-02,78.375,10.625,0.0
2024-01-02,78.625,10.625,0.0
2024-01-02,78.875,10.625,0.0
2024-01-02,79.125,10.625,0.0
2024-01-02,79.375,10.625,0.0
2024-01-02,79.625,10.625,0.0
2024-01-02,79.875,10.625,0.0
2024-01-02,75.875,10.875,0.0
2024-01-02,76.125,10.875,0.0
2024-01-02,76.375,10.875,0.0
2024-01-02,76.625,10.875,0.0
2024-01-02,76.875,10.875,0.0
2024-01-02,77.125,10.875,0.0
2024-01-02,77.375,10.875,0.0
2024-01-02,77.625,10.875,0.0
2024-01-02,77.875,10.875,0.0
2024-01-02,78.125,10.875,0.0
2024-01-02,78.375,10.875,0.0
2024-01-02,78.625,10.875,0.0
2024-01-02,78.875,10.875,0.0
2024-01-02,79.125,10.875,0.0
2024-01-02,79.375,10.875,0.0
2024-01-02,79.625,10.875,0.0
2024-01-02,79.875,10.875,0.0
